,age,stamina,handling,attack,defense,technique,strength,jumping,speed,agility,kicking,form,aggression,discipline,leadership,experience,weight,height,energy,csr
18841,21.0,14.0,14.0,14.0,11.0,14.0,8.0,5.0,8.0,6.0,3.0,7.0,4.0,1.0,8.0,3.0,111.0,191.0,11.0,90115.0
18842,32.0,16.0,17.0,17.0,17.0,11.0,13.0,9.0,13.0,14.0,20.0,5.0,2.0,3.0,3.0,7.0,86.0,188.0,10.0,275027.0
18843,19.0,8.0,10.0,8.0,7.0,5.0,7.0,6.0,8.0,8.0,8.0,7.0,2.0,3.0,7.0,3.0,81.0,183.0,10.0,21327.0
18844,19.0,14.0,11.0,13.0,8.0,13.0,13.0,10.0,6.0,14.0,9.0,10.0,2.0,3.0,7.0,3.0,121.0,196.0,10.0,98583.0
18845,17.0,8.0,9.0,5.0,9.0,10.0,11.0,13.0,5.0,4.0,2.0,6.0,4.0,5.0,9.0,1.0,103.0,203.0,11.0,36303.0
18846,20.0,10.0,14.0,14.0,14.0,9.0,13.0,3.0,13.0,12.0,7.0,5.0,5.0,3.0,4.0,3.0,89.0,185.0,10.0,95684.0
18847,20.0,10.0,14.0,14.0,14.0,9.0,14.0,4.0,12.0,10.0,8.0,7.0,2.0,3.0,7.0,3.0,92.0,186.0,11.0,91586.0
18848,20.0,10.0,14.0,14.0,14.0,10.0,13.0,3.0,13.0,10.0,3.0,8.0,3.0,3.0,6.0,2.0,88.0,182.0,11.0,94165.0
18849,20.0,14.0,13.0,13.0,13.0,6.0,8.0,5.0,14.0,10.0,14.0,7.0,3.0,4.0,2.0,2.0,86.0,189.0,11.0,102258.0
18850,24.0,16.0,16.0,16.0,13.0,10.0,11.0,4.0,16.0,11.0,10.0,8.0,3.0,1.0,10.0,4.0,77.0,176.0,11.0,166399.0
18851,20.0,14.0,14.0,14.0,14.0,7.0,9.0,3.0,14.0,11.0,11.0,5.0,2.0,3.0,8.0,2.0,81.0,194.0,11.0,96442.0
18852,25.0,17.0,16.0,16.0,17.0,9.0,13.0,4.0,15.0,15.0,10.0,11.0,3.0,2.0,3.0,6.0,98.0,189.0,10.0,219966.0
18853,29.0,19.0,18.0,18.0,19.0,10.0,10.0,3.0,20.0,18.0,17.0,6.0,3.0,3.0,4.0,6.0,81.0,181.0,11.0,386244.0
18854,32.0,17.0,17.0,15.0,17.0,17.0,17.0,4.0,11.0,6.0,3.0,5.0,4.0,4.0,5.0,7.0,100.0,180.0,11.0,221757.0
18855,27.0,13.0,17.0,18.0,15.0,14.0,13.0,7.0,18.0,18.0,3.0,6.0,2.0,2.0,9.0,4.0,100.0,191.0,11.0,241399.0
18856,35.0,16.0,15.0,16.0,16.0,12.0,13.0,4.0,15.0,14.0,1.0,6.0,2.0,2.0,7.0,8.0,90.0,189.0,10.0,185212.0
18857,19.0,14.0,14.0,14.0,14.0,14.0,12.0,10.0,9.0,6.0,3.0,7.0,2.0,2.0,6.0,2.0,106.0,186.0,8.0,99551.0
18858,29.0,18.0,14.0,16.0,16.0,17.0,17.0,5.0,15.0,14.0,3.0,6.0,3.0,4.0,8.0,5.0,120.0,185.0,10.0,257251.0
18859,19.0,10.0,14.0,9.0,14.0,10.0,13.0,9.0,10.0,10.0,8.0,7.0,2.0,3.0,7.0,2.0,84.0,180.0,9.0,73625.0
18860,19.0,14.0,14.0,11.0,12.0,13.0,13.0,3.0,13.0,12.0,2.0,8.0,2.0,3.0,2.0,1.0,94.0,185.0,10.0,103516.0
18861,17.0,6.0,12.0,9.0,7.0,11.0,3.0,3.0,11.0,13.0,9.0,10.0,3.0,1.0,4.0,2.0,88.0,183.0,7.0,48555.0
18862,20.0,14.0,13.0,14.0,14.0,14.0,12.0,6.0,9.0,3.0,3.0,6.0,1.0,3.0,7.0,2.0,94.0,179.0,11.0,92240.0
18863,20.0,14.0,10.0,14.0,14.0,10.0,10.0,4.0,12.0,7.0,5.0,8.0,3.0,3.0,8.0,1.0,88.0,187.0,11.0,78691.0
18864,20.0,14.0,14.0,13.0,14.0,10.0,11.0,3.0,12.0,4.0,9.0,7.0,3.0,4.0,8.0,2.0,93.0,183.0,10.0,85977.0
18865,20.0,14.0,14.0,14.0,13.0,11.0,11.0,5.0,9.0,5.0,9.0,8.0,3.0,4.0,5.0,2.0,77.0,189.0,11.0,90469.0
18866,20.0,14.0,13.0,14.0,14.0,8.0,8.0,6.0,14.0,6.0,1.0,7.0,4.0,5.0,7.0,2.0,111.0,185.0,11.0,87090.0
18867,20.0,11.0,8.0,14.0,12.0,13.0,8.0,6.0,14.0,13.0,2.0,9.0,2.0,3.0,7.0,2.0,99.0,183.0,10.0,87004.0
18868,19.0,14.0,12.0,14.0,14.0,14.0,13.0,6.0,14.0,5.0,3.0,9.0,3.0,3.0,4.0,3.0,98.0,181.0,11.0,112464.0
18869,17.0,10.0,13.0,9.0,9.0,13.0,13.0,3.0,5.0,7.0,2.0,6.0,2.0,5.0,4.0,1.0,121.0,184.0,11.0,57016.0
18870,20.0,14.0,13.0,14.0,12.0,4.0,4.0,9.0,13.0,13.0,7.0,8.0,4.0,5.0,5.0,2.0,98.0,185.0,11.0,93823.0
18871,19.0,14.0,11.0,14.0,14.0,10.0,10.0,3.0,14.0,11.0,10.0,8.0,3.0,2.0,4.0,2.0,82.0,192.0,10.0,97570.0
18872,32.0,18.0,18.0,10.0,17.0,18.0,18.0,18.0,16.0,13.0,5.0,9.0,3.0,4.0,3.0,8.0,123.0,206.0,10.0,338129.0
18873,27.0,17.0,16.0,8.0,16.0,17.0,17.0,5.0,13.0,9.0,3.0,6.0,2.0,3.0,6.0,4.0,122.0,192.0,11.0,189214.0
18874,29.0,18.0,18.0,16.0,17.0,17.0,17.0,6.0,17.0,17.0,4.0,7.0,3.0,4.0,8.0,7.0,112.0,189.0,10.0,325132.0
18875,23.0,17.0,15.0,15.0,17.0,16.0,15.0,7.0,16.0,5.0,3.0,7.0,3.0,4.0,2.0,3.0,120.0,197.0,11.0,221367.0
18876,18.0,13.0,6.0,11.0,13.0,12.0,12.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,10.0,2.0,118.0,181.0,10.0,59692.0
18877,20.0,9.0,14.0,14.0,14.0,5.0,4.0,3.0,14.0,5.0,5.0,6.0,3.0,4.0,7.0,2.0,80.0,194.0,11.0,71084.0
18878,20.0,7.0,14.0,13.0,14.0,4.0,3.0,5.0,14.0,8.0,8.0,9.0,3.0,3.0,9.0,2.0,87.0,183.0,11.0,73790.0
18879,20.0,6.0,14.0,14.0,14.0,3.0,5.0,2.0,14.0,5.0,5.0,7.0,3.0,2.0,9.0,2.0,83.0,198.0,10.0,68161.0
18880,20.0,6.0,14.0,14.0,14.0,5.0,5.0,4.0,14.0,8.0,5.0,8.0,4.0,3.0,5.0,2.0,95.0,185.0,10.0,72171.0
18881,31.0,18.0,16.0,17.0,16.0,18.0,17.0,18.0,12.0,16.0,5.0,8.0,4.0,3.0,5.0,5.0,111.0,198.0,10.0,324369.0
18882,19.0,11.0,14.0,14.0,14.0,4.0,4.0,4.0,14.0,10.0,4.0,6.0,3.0,1.0,3.0,2.0,85.0,188.0,10.0,77489.0
18883,21.0,14.0,10.0,12.0,14.0,12.0,9.0,8.0,13.0,9.0,8.0,10.0,3.0,4.0,7.0,2.0,81.0,181.0,11.0,96911.0
18884,17.0,8.0,5.0,6.0,9.0,14.0,13.0,6.0,9.0,5.0,3.0,8.0,4.0,3.0,5.0,1.0,115.0,188.0,7.0,41464.0
18885,17.0,9.0,9.0,9.0,11.0,8.0,11.0,6.0,5.0,4.0,4.0,7.0,4.0,5.0,10.0,1.0,100.0,189.0,7.0,28340.0
18886,18.0,13.0,14.0,14.0,14.0,14.0,12.0,7.0,9.0,5.0,2.0,7.0,4.0,3.0,4.0,2.0,95.0,183.0,11.0,95076.0
18887,31.0,16.0,13.0,13.0,14.0,14.0,15.0,6.0,13.0,9.0,4.0,8.0,3.0,2.0,8.0,7.0,121.0,179.0,7.0,139116.0
18888,34.0,18.0,13.0,16.0,9.0,13.0,9.0,4.0,16.0,16.0,1.0,8.0,4.0,5.0,7.0,8.0,92.0,187.0,9.0,185199.0
18889,35.0,12.0,12.0,12.0,12.0,5.0,5.0,4.0,12.0,10.0,5.0,8.0,3.0,3.0,7.0,6.0,75.0,187.0,11.0,55600.0
18890,35.0,12.0,10.0,13.0,13.0,9.0,9.0,4.0,13.0,13.0,1.0,7.0,4.0,5.0,11.0,8.0,101.0,191.0,6.0,78838.0
18891,20.0,12.0,10.0,13.0,14.0,10.0,9.0,9.0,12.0,13.0,14.0,9.0,3.0,3.0,4.0,2.0,96.0,191.0,11.0,103817.0
18892,28.0,18.0,16.0,14.0,13.0,16.0,17.0,7.0,12.0,11.0,10.0,9.0,5.0,2.0,6.0,5.0,126.0,182.0,10.0,218365.0
18893,18.0,14.0,9.0,7.0,9.0,8.0,9.0,11.0,10.0,5.0,2.0,6.0,4.0,3.0,8.0,2.0,134.0,193.0,10.0,44376.0
18894,20.0,14.0,12.0,12.0,12.0,13.0,9.0,12.0,14.0,5.0,5.0,9.0,4.0,4.0,5.0,1.0,93.0,190.0,11.0,99257.0
18895,36.0,13.0,13.0,13.0,13.0,14.0,13.0,1.0,6.0,1.0,1.0,10.0,4.0,3.0,3.0,8.0,123.0,177.0,6.0,89417.0
18896,20.0,10.0,14.0,13.0,14.0,7.0,9.0,13.0,13.0,8.0,11.0,10.0,4.0,2.0,4.0,3.0,76.0,186.0,8.0,95139.0
18897,18.0,13.0,10.0,11.0,14.0,14.0,13.0,6.0,13.0,5.0,2.0,10.0,3.0,3.0,2.0,3.0,104.0,187.0,10.0,92528.0
18898,27.0,15.0,15.0,17.0,15.0,12.0,6.0,9.0,17.0,17.0,12.0,5.0,2.0,3.0,2.0,4.0,91.0,188.0,11.0,218906.0
18899,28.0,15.0,14.0,18.0,15.0,14.0,12.0,8.0,18.0,18.0,10.0,9.0,1.0,4.0,9.0,5.0,86.0,193.0,11.0,242488.0
18900,28.0,16.0,14.0,18.0,15.0,14.0,12.0,9.0,17.0,18.0,7.0,5.0,1.0,2.0,5.0,4.0,90.0,188.0,11.0,233230.0
18901,29.0,15.0,13.0,16.0,15.0,17.0,18.0,9.0,13.0,12.0,6.0,7.0,3.0,4.0,6.0,6.0,113.0,187.0,10.0,206841.0
18902,29.0,16.0,15.0,16.0,15.0,15.0,15.0,9.0,14.0,16.0,6.0,8.0,3.0,4.0,5.0,5.0,110.0,191.0,11.0,204073.0
18903,20.0,13.0,11.0,14.0,12.0,12.0,9.0,8.0,14.0,8.0,6.0,7.0,5.0,3.0,8.0,2.0,95.0,195.0,11.0,83716.0
18904,26.0,15.0,15.0,15.0,15.0,13.0,12.0,13.0,15.0,17.0,5.0,7.0,2.0,3.0,5.0,4.0,98.0,179.0,11.0,200851.0
18905,19.0,13.0,13.0,13.0,14.0,10.0,14.0,11.0,9.0,9.0,5.0,7.0,4.0,2.0,2.0,2.0,121.0,206.0,10.0,91216.0
18906,20.0,14.0,11.0,8.0,14.0,13.0,13.0,4.0,10.0,9.0,4.0,9.0,3.0,2.0,5.0,2.0,120.0,183.0,11.0,80216.0
18907,24.0,15.0,18.0,17.0,14.0,11.0,9.0,6.0,18.0,13.0,17.0,10.0,3.0,4.0,6.0,3.0,78.0,184.0,11.0,252961.0
18908,21.0,2.0,7.0,7.0,9.0,7.0,5.0,1.0,7.0,2.0,2.0,10.0,2.0,2.0,6.0,2.0,88.0,182.0,9.0,11023.0
18909,31.0,19.0,17.0,11.0,18.0,18.0,19.0,18.0,13.0,7.0,3.0,9.0,2.0,3.0,6.0,9.0,118.0,201.0,9.0,338164.0
18910,19.0,14.0,14.0,13.0,14.0,8.0,11.0,10.0,11.0,5.0,5.0,9.0,3.0,2.0,6.0,2.0,84.0,178.0,10.0,93619.0
18911,20.0,14.0,12.0,13.0,12.0,10.0,8.0,5.0,14.0,13.0,6.0,9.0,2.0,3.0,3.0,1.0,89.0,184.0,11.0,92424.0
18912,21.0,15.0,14.0,18.0,16.0,7.0,7.0,5.0,16.0,17.0,6.0,9.0,4.0,3.0,7.0,4.0,85.0,182.0,10.0,186494.0
18913,20.0,12.0,14.0,13.0,14.0,14.0,8.0,7.0,6.0,9.0,3.0,6.0,4.0,5.0,8.0,2.0,93.0,188.0,11.0,79134.0
18914,22.0,12.0,9.0,10.0,14.0,14.0,14.0,4.0,14.0,14.0,2.0,7.0,3.0,3.0,4.0,3.0,112.0,180.0,11.0,116788.0
18915,19.0,14.0,6.0,6.0,14.0,14.0,14.0,4.0,3.0,2.0,2.0,9.0,2.0,3.0,7.0,3.0,107.0,195.0,11.0,68434.0
18916,21.0,11.0,14.0,15.0,15.0,12.0,14.0,10.0,11.0,10.0,3.0,6.0,4.0,3.0,2.0,3.0,106.0,194.0,10.0,111985.0
18917,19.0,14.0,10.0,14.0,14.0,9.0,6.0,4.0,14.0,7.0,8.0,10.0,3.0,4.0,4.0,2.0,74.0,190.0,11.0,82115.0
18918,19.0,14.0,14.0,10.0,14.0,4.0,6.0,5.0,14.0,5.0,5.0,7.0,4.0,3.0,6.0,3.0,96.0,190.0,11.0,73775.0
18919,25.0,8.0,7.0,11.0,13.0,12.0,10.0,7.0,8.0,6.0,3.0,7.0,2.0,4.0,6.0,5.0,92.0,187.0,10.0,44129.0
18920,20.0,11.0,13.0,14.0,14.0,14.0,14.0,4.0,10.0,9.0,3.0,6.0,2.0,2.0,7.0,3.0,127.0,183.0,11.0,93354.0
18921,31.0,17.0,17.0,17.0,17.0,13.0,12.0,10.0,17.0,16.0,13.0,8.0,5.0,3.0,10.0,7.0,93.0,177.0,10.0,265822.0
18922,19.0,14.0,10.0,13.0,14.0,14.0,14.0,10.0,10.0,10.0,7.0,7.0,3.0,2.0,4.0,3.0,119.0,187.0,8.0,103443.0
18923,20.0,7.0,15.0,8.0,14.0,9.0,14.0,5.0,4.0,5.0,11.0,8.0,4.0,3.0,3.0,3.0,120.0,181.0,11.0,74917.0
18924,20.0,13.0,12.0,14.0,14.0,10.0,8.0,9.0,14.0,14.0,7.0,8.0,2.0,4.0,5.0,3.0,83.0,177.0,8.0,103323.0
18925,20.0,13.0,13.0,10.0,14.0,14.0,12.0,11.0,8.0,7.0,3.0,8.0,3.0,4.0,10.0,2.0,103.0,191.0,11.0,87585.0
18926,21.0,15.0,14.0,15.0,15.0,10.0,8.0,10.0,11.0,12.0,10.0,5.0,2.0,2.0,7.0,2.0,98.0,183.0,11.0,115838.0
18927,19.0,11.0,14.0,13.0,14.0,11.0,14.0,5.0,9.0,5.0,2.0,8.0,1.0,5.0,2.0,3.0,100.0,191.0,10.0,84848.0
18928,20.0,14.0,14.0,14.0,14.0,6.0,7.0,4.0,14.0,9.0,4.0,7.0,5.0,2.0,10.0,2.0,99.0,176.0,11.0,92064.0
18929,20.0,14.0,14.0,14.0,12.0,9.0,9.0,6.0,14.0,14.0,10.0,6.0,3.0,3.0,6.0,2.0,87.0,188.0,11.0,108784.0
18930,20.0,14.0,12.0,13.0,11.0,12.0,8.0,10.0,12.0,9.0,4.0,9.0,5.0,2.0,1.0,2.0,96.0,186.0,11.0,84711.0
18931,34.0,9.0,11.0,11.0,11.0,12.0,11.0,6.0,12.0,11.0,1.0,5.0,3.0,4.0,3.0,8.0,105.0,188.0,11.0,59749.0
18932,23.0,12.0,4.0,9.0,13.0,9.0,5.0,5.0,9.0,6.0,2.0,7.0,2.0,2.0,9.0,2.0,88.0,193.0,11.0,36473.0
18933,22.0,11.0,3.0,10.0,10.0,9.0,4.0,5.0,9.0,7.0,1.0,9.0,3.0,3.0,3.0,2.0,70.0,173.0,11.0,27025.0
18934,20.0,14.0,14.0,12.0,14.0,14.0,14.0,13.0,10.0,9.0,5.0,5.0,2.0,5.0,1.0,3.0,102.0,200.0,10.0,114748.0
18935,20.0,11.0,13.0,13.0,14.0,13.0,11.0,4.0,13.0,12.0,6.0,7.0,2.0,4.0,6.0,2.0,99.0,181.0,11.0,94435.0
18936,31.0,18.0,17.0,17.0,18.0,18.0,18.0,13.0,14.0,9.0,3.0,7.0,3.0,3.0,7.0,6.0,112.0,196.0,9.0,300712.0
18937,21.0,9.0,14.0,12.0,15.0,13.0,14.0,5.0,10.0,8.0,3.0,7.0,2.0,4.0,8.0,3.0,118.0,179.0,11.0,93353.0
18938,36.0,15.0,12.0,14.0,14.0,6.0,7.0,5.0,14.0,11.0,13.0,6.0,2.0,3.0,5.0,9.0,95.0,182.0,8.0,104932.0
18939,35.0,17.0,15.0,15.0,15.0,13.0,16.0,14.0,11.0,6.0,1.0,8.0,2.0,3.0,4.0,8.0,115.0,200.0,9.0,184276.0
18940,19.0,14.0,14.0,14.0,13.0,13.0,13.0,4.0,11.0,6.0,3.0,6.0,4.0,2.0,7.0,3.0,108.0,183.0,11.0,98607.0
18941,20.0,11.0,11.0,13.0,13.0,9.0,7.0,7.0,14.0,11.0,8.0,7.0,2.0,2.0,5.0,2.0,89.0,189.0,11.0,78754.0
18942,19.0,14.0,12.0,14.0,10.0,12.0,7.0,4.0,10.0,2.0,10.0,9.0,2.0,4.0,3.0,1.0,89.0,185.0,9.0,71788.0
18943,19.0,13.0,10.0,8.0,13.0,13.0,13.0,5.0,5.0,3.0,2.0,6.0,3.0,3.0,3.0,1.0,110.0,182.0,11.0,72507.0
18944,17.0,7.0,10.0,11.0,9.0,10.0,13.0,9.0,7.0,8.0,2.0,7.0,3.0,2.0,9.0,1.0,118.0,202.0,10.0,47266.0
18945,19.0,9.0,9.0,12.0,13.0,11.0,8.0,4.0,11.0,12.0,5.0,8.0,3.0,3.0,9.0,2.0,95.0,177.0,10.0,60062.0
18946,20.0,12.0,14.0,14.0,14.0,11.0,10.0,4.0,13.0,6.0,3.0,7.0,3.0,3.0,6.0,3.0,80.0,187.0,11.0,88575.0
18947,21.0,11.0,14.0,14.0,14.0,11.0,6.0,7.0,14.0,14.0,10.0,9.0,4.0,3.0,8.0,2.0,78.0,174.0,11.0,115549.0
18948,20.0,14.0,9.0,12.0,14.0,13.0,10.0,9.0,8.0,13.0,8.0,10.0,2.0,5.0,2.0,3.0,94.0,194.0,11.0,96119.0
18949,28.0,16.0,14.0,14.0,16.0,15.0,17.0,18.0,12.0,16.0,8.0,8.0,5.0,3.0,1.0,4.0,107.0,198.0,9.0,259201.0
18950,35.0,18.0,17.0,17.0,17.0,18.0,17.0,6.0,17.0,17.0,2.0,6.0,3.0,1.0,6.0,9.0,137.0,199.0,10.0,353823.0
18951,30.0,19.0,18.0,15.0,18.0,18.0,19.0,19.0,11.0,10.0,4.0,6.0,3.0,4.0,4.0,8.0,110.0,204.0,11.0,356676.0
18952,19.0,13.0,13.0,13.0,14.0,3.0,4.0,4.0,14.0,14.0,14.0,8.0,3.0,3.0,7.0,3.0,88.0,189.0,10.0,106464.0
18953,20.0,13.0,11.0,10.0,14.0,14.0,14.0,12.0,12.0,10.0,6.0,8.0,2.0,3.0,8.0,3.0,108.0,200.0,8.0,102993.0
18954,20.0,14.0,10.0,12.0,13.0,7.0,9.0,8.0,13.0,13.0,8.0,10.0,2.0,2.0,5.0,3.0,93.0,181.0,9.0,87534.0
18955,32.0,17.0,17.0,13.0,17.0,14.0,13.0,13.0,17.0,17.0,3.0,8.0,2.0,3.0,6.0,6.0,103.0,178.0,11.0,257220.0
18956,20.0,14.0,7.0,12.0,14.0,12.0,14.0,11.0,9.0,10.0,3.0,6.0,4.0,2.0,7.0,3.0,105.0,192.0,11.0,88976.0
18957,19.0,14.0,13.0,13.0,13.0,14.0,13.0,5.0,5.0,4.0,6.0,7.0,2.0,1.0,5.0,2.0,103.0,178.0,8.0,95913.0
18958,17.0,9.0,4.0,7.0,8.0,10.0,10.0,4.0,5.0,5.0,3.0,6.0,1.0,1.0,7.0,1.0,107.0,193.0,11.0,20805.0
18959,18.0,6.0,5.0,9.0,9.0,12.0,11.0,5.0,5.0,5.0,2.0,7.0,1.0,2.0,5.0,1.0,128.0,181.0,11.0,27577.0
18960,21.0,9.0,4.0,8.0,12.0,12.0,11.0,6.0,6.0,5.0,3.0,7.0,3.0,3.0,5.0,3.0,114.0,181.0,11.0,35141.0
18961,20.0,13.0,8.0,13.0,14.0,14.0,12.0,9.0,6.0,5.0,8.0,10.0,3.0,2.0,4.0,3.0,99.0,192.0,11.0,87068.0
18962,20.0,14.0,9.0,12.0,14.0,14.0,9.0,6.0,10.0,8.0,13.0,9.0,3.0,2.0,3.0,3.0,88.0,186.0,11.0,92427.0
18963,20.0,13.0,8.0,12.0,13.0,14.0,8.0,9.0,9.0,5.0,14.0,9.0,4.0,4.0,2.0,2.0,92.0,189.0,11.0,88856.0
18964,23.0,16.0,15.0,16.0,13.0,11.0,4.0,7.0,12.0,10.0,7.0,9.0,3.0,4.0,5.0,3.0,86.0,191.0,11.0,129863.0
18965,36.0,15.0,14.0,15.0,17.0,16.0,17.0,16.0,9.0,8.0,3.0,9.0,3.0,3.0,6.0,9.0,132.0,201.0,11.0,213466.0
18966,19.0,12.0,9.0,14.0,14.0,13.0,13.0,3.0,11.0,11.0,2.0,9.0,3.0,3.0,5.0,3.0,113.0,186.0,10.0,90695.0
18967,18.0,13.0,14.0,10.0,13.0,14.0,11.0,4.0,12.0,8.0,2.0,7.0,3.0,4.0,5.0,2.0,112.0,181.0,11.0,83101.0
18968,18.0,13.0,13.0,14.0,14.0,10.0,10.0,5.0,14.0,8.0,8.0,7.0,3.0,2.0,4.0,2.0,87.0,182.0,8.0,89190.0
18969,17.0,12.0,5.0,5.0,13.0,13.0,13.0,3.0,4.0,5.0,3.0,9.0,2.0,2.0,4.0,1.0,113.0,183.0,11.0,53700.0
18970,34.0,15.0,15.0,14.0,14.0,13.0,9.0,2.0,14.0,13.0,3.0,11.0,3.0,3.0,4.0,7.0,87.0,187.0,11.0,135634.0
18971,20.0,14.0,13.0,11.0,13.0,14.0,14.0,5.0,12.0,8.0,4.0,8.0,3.0,4.0,8.0,3.0,112.0,187.0,11.0,98869.0
18972,20.0,14.0,11.0,12.0,14.0,9.0,8.0,9.0,14.0,10.0,5.0,5.0,4.0,4.0,4.0,1.0,92.0,187.0,11.0,80926.0
18973,20.0,14.0,11.0,14.0,14.0,7.0,10.0,8.0,14.0,10.0,4.0,6.0,2.0,1.0,7.0,2.0,80.0,183.0,10.0,86181.0
18974,34.0,15.0,16.0,12.0,15.0,14.0,12.0,6.0,15.0,15.0,4.0,7.0,1.0,3.0,7.0,6.0,121.0,185.0,11.0,162511.0
18975,37.0,14.0,12.0,13.0,13.0,13.0,13.0,7.0,12.0,6.0,1.0,7.0,5.0,3.0,8.0,9.0,119.0,200.0,11.0,95021.0
18976,28.0,11.0,11.0,10.0,12.0,12.0,15.0,14.0,6.0,6.0,3.0,7.0,2.0,5.0,7.0,6.0,114.0,201.0,10.0,76892.0
18977,28.0,12.0,11.0,11.0,14.0,13.0,15.0,13.0,8.0,6.0,3.0,8.0,3.0,3.0,3.0,5.0,118.0,202.0,11.0,96352.0
18978,18.0,5.0,14.0,7.0,13.0,14.0,13.0,3.0,5.0,3.0,1.0,8.0,3.0,2.0,5.0,1.0,110.0,183.0,11.0,66413.0
18979,19.0,14.0,14.0,13.0,14.0,12.0,11.0,4.0,13.0,9.0,7.0,8.0,2.0,3.0,8.0,2.0,106.0,188.0,10.0,102837.0
18980,20.0,13.0,14.0,14.0,8.0,13.0,12.0,8.0,13.0,10.0,2.0,7.0,1.0,5.0,4.0,3.0,118.0,200.0,11.0,99204.0
18981,22.0,15.0,15.0,15.0,10.0,11.0,12.0,12.0,14.0,13.0,4.0,8.0,2.0,1.0,8.0,3.0,117.0,199.0,11.0,143676.0
18982,35.0,16.0,16.0,13.0,16.0,16.0,16.0,14.0,15.0,9.0,1.0,7.0,4.0,4.0,3.0,8.0,121.0,200.0,10.0,208609.0
18983,19.0,13.0,13.0,8.0,14.0,13.0,14.0,9.0,13.0,7.0,2.0,9.0,3.0,3.0,11.0,2.0,111.0,178.0,11.0,100616.0
18984,30.0,17.0,16.0,16.0,16.0,16.0,11.0,8.0,17.0,17.0,7.0,8.0,2.0,1.0,4.0,8.0,90.0,178.0,9.0,257649.0
18985,19.0,14.0,14.0,12.0,13.0,10.0,7.0,4.0,13.0,13.0,10.0,7.0,2.0,3.0,7.0,3.0,82.0,177.0,11.0,98275.0
18986,29.0,14.0,6.0,15.0,16.0,18.0,16.0,5.0,16.0,8.0,2.0,7.0,2.0,2.0,7.0,6.0,119.0,187.0,9.0,181312.0
18987,23.0,18.0,18.0,18.0,18.0,5.0,5.0,6.0,17.0,16.0,4.0,7.0,4.0,5.0,9.0,4.0,77.0,182.0,11.0,256738.0
18988,23.0,17.0,18.0,18.0,18.0,5.0,6.0,4.0,16.0,16.0,8.0,7.0,4.0,4.0,5.0,4.0,88.0,189.0,11.0,248227.0
18989,20.0,14.0,13.0,11.0,14.0,12.0,13.0,4.0,11.0,11.0,2.0,10.0,2.0,3.0,6.0,2.0,93.0,174.0,10.0,99338.0
18990,18.0,12.0,12.0,14.0,12.0,7.0,8.0,4.0,14.0,14.0,6.0,9.0,4.0,3.0,7.0,2.0,85.0,182.0,11.0,86899.0
18991,17.0,10.0,5.0,10.0,10.0,13.0,12.0,5.0,5.0,5.0,3.0,8.0,2.0,4.0,7.0,2.0,126.0,180.0,8.0,43446.0
18992,20.0,8.0,3.0,6.0,8.0,7.0,6.0,3.0,4.0,3.0,3.0,10.0,5.0,3.0,7.0,3.0,115.0,180.0,11.0,10743.0
18993,19.0,7.0,5.0,11.0,9.0,7.0,7.0,3.0,4.0,5.0,2.0,5.0,3.0,3.0,9.0,2.0,102.0,183.0,11.0,18569.0
18994,19.0,8.0,9.0,11.0,9.0,3.0,3.0,3.0,6.0,4.0,4.0,6.0,2.0,3.0,4.0,2.0,86.0,180.0,10.0,18557.0
18995,20.0,5.0,10.0,8.0,11.0,4.0,5.0,4.0,7.0,5.0,9.0,4.0,2.0,1.0,8.0,2.0,89.0,184.0,11.0,20784.0
18996,19.0,14.0,12.0,13.0,14.0,14.0,10.0,5.0,4.0,14.0,9.0,7.0,5.0,1.0,3.0,2.0,100.0,199.0,11.0,100278.0
18997,30.0,16.0,18.0,18.0,20.0,13.0,12.0,13.0,18.0,15.0,11.0,5.0,2.0,3.0,11.0,7.0,95.0,191.0,10.0,300632.0
18998,20.0,14.0,13.0,12.0,14.0,13.0,13.0,5.0,7.0,7.0,4.0,7.0,3.0,5.0,5.0,2.0,103.0,191.0,11.0,90306.0
18999,21.0,14.0,14.0,12.0,14.0,10.0,10.0,3.0,11.0,13.0,4.0,7.0,1.0,1.0,8.0,3.0,95.0,185.0,11.0,94096.0
19000,20.0,14.0,14.0,10.0,14.0,9.0,12.0,3.0,10.0,11.0,9.0,5.0,3.0,5.0,5.0,2.0,86.0,184.0,10.0,84545.0
19001,20.0,14.0,14.0,9.0,14.0,8.0,10.0,6.0,11.0,11.0,9.0,7.0,2.0,4.0,7.0,2.0,97.0,178.0,11.0,81784.0
19002,20.0,14.0,14.0,13.0,14.0,8.0,10.0,4.0,10.0,8.0,9.0,6.0,4.0,1.0,5.0,3.0,95.0,170.0,11.0,80567.0
19003,37.0,11.0,10.0,9.0,11.0,12.0,12.0,1.0,9.0,4.0,1.0,8.0,3.0,2.0,10.0,8.0,124.0,184.0,11.0,46578.0
19004,37.0,12.0,6.0,11.0,11.0,11.0,12.0,1.0,8.0,2.0,1.0,9.0,3.0,3.0,8.0,9.0,119.0,185.0,11.0,42253.0
19005,20.0,14.0,14.0,10.0,14.0,13.0,13.0,4.0,6.0,8.0,3.0,7.0,4.0,3.0,6.0,2.0,90.0,188.0,11.0,88377.0
